;place_id;place_name;place_rating;place_website;text;rating;time
83;ChIJK9b6zV-zSkERbCmnD4nLw7c;ГКБ имени С.С. Юдина;4.2;http://gkbyudina.ru/;Наконец то, наше лечение в больнице окончено, были разные моменты,  но несмотря,  не на что!  Хотелось бы выразить ещё раз благодарность профессору Валерию   Вартановичу Багдасарову и врачу 2 хирургического отделения Алексееву Владимиру Сергеевичу!  Спасибо Вам огромное!  А так же поблагодарить весь персонал медицинских сестер 2 хирургического отделения  Людмилу, Татьяну, Елену,  Анну и Наталью за чуткое и доброе отношение!;5.0;1495657326.0
84;ChIJq8H9shRMtUYRudJp6k1Z0d0;Минэкономразвития РФ ГЛПУ Поликлиника № 2;4.2;http://www.medcity.ru/;"Хорошая Клиника. Все нужное есть. Не надо бегать по разным зданиям. 
Для приличной клиники не дорого. Страховая не шугается от неё как от европейского медицинского.
Врачи разного уровня. Но так везде.
Лучше как обычно те к кому запись забита.
Хотите попасть к лучшему врачу, записывайтесь к тем к кому очередь)";4.0;1504625186.0
85;ChIJq8H9shRMtUYRudJp6k1Z0d0;Минэкономразвития РФ ГЛПУ Поликлиника № 2;4.2;http://www.medcity.ru/;Хорошая поликлиника в целом, отличный гастроэнтеролог Смирнов. Из минусов - сложно дозвониться в регистратуру. Правда, можно оставить номер телефона на сайте, и вам перезвонят;4.0;1506850810.0
86;ChIJq8H9shRMtUYRudJp6k1Z0d0;Минэкономразвития РФ ГЛПУ Поликлиника № 2;4.2;http://www.medcity.ru/;"Все хорошо относительно профессионализма и отношения специалистов, спасибо.
Но запись к специалисту за месяц вперед.... это как? И к остальным коллегам по профилю так же!

В ответ на вопрос: что если острое состояние, я наблюдаюсь у этого доктора, мне срочно, как быть? 
- придите в дежурство без очереди, она, правда, одна весь день и на приёме и дежурным... 
..и так уже на протяжении года. 
Раньше мне просто не доводилось обращаться чаще одного раза в год.
       Уважаемая Администрация, если Вы знаете, что у вас недостаточно специалистов, почему Вы не принимаете меры?????";3.0;1492241134.0
87;ChIJq8H9shRMtUYRudJp6k1Z0d0;Минэкономразвития РФ ГЛПУ Поликлиника № 2;4.2;http://www.medcity.ru/;"Делала колоноскопию в третий раз, очень боялась. После кесарева было болезненно. В тот раз делала под наркозом- не больно, не страшно и не надо после проведения процедуры ползти на 6ой этаж в туалет ... Просто уснула-проснулась как будто и не было не наркоза не исследования. 
Гастроскопию тоже можно сделать под наркозом и даже оба исследования за раз.
Очень рекомендую наркоз тем кто отказывается от исследования из-за страха и стеснения(заснете под простыней и в халате и проснетесь так же, так что никаких неловких моментов не предвидится).";5.0;1501235950.0
88;ChIJq8H9shRMtUYRudJp6k1Z0d0;Минэкономразвития РФ ГЛПУ Поликлиника № 2;4.2;http://www.medcity.ru/;Ничего отрицательного. Все только отлично. Персонал вымуштрован. Но по крайней мере знает за что. Походу не хилая копеечка в карманах служащих мается. Но все равно приятно. Жаль, что обычным больницам до них - как до неба.;5.0;1475401110.0
89;ChIJa0kgDJNOtUYRkGbrHQMKynE;Городская клиническая больница им. М.Е. Жадкевича;3.3;http://gb71.ru/;Отличная больница. Новенький ремонт, вежливый персонал, на ноги поставили меньше, чем за пять дней. Доктор был готов увидеть и услышать жалобы почти всегда. Приятно удивлена, так как наслышана о низком качестве больниц в России. Конкретно этой больницей очень довольна, повезло, что скорая привезла именно сюда.;5.0;1510753206.0
90;ChIJa0kgDJNOtUYRkGbrHQMKynE;Городская клиническая больница им. М.Е. Жадкевича;3.3;http://gb71.ru/;В гинекологии чистые просторные палаты на 4х. Кровати функциональные. санузел раздельный в номере.персонал четко работает, уборка регулярно. Еда оставляет желать лучшего. Но бывает  и хуже. Недалеко говорят , есть магазин 5ка и с мясной продукцией и молочной хорошей.;4.0;1502264352.0
91;ChIJa0kgDJNOtUYRkGbrHQMKynE;Городская клиническая больница им. М.Е. Жадкевича;3.3;http://gb71.ru/;Пролежала в этой больнице в гинекологии. Скажу, что отношение к пациентам здесь очень хорошее, никто не хамит и не ругается. Постель меняют часто, вообще в палатах светло уютно и просторно. Врачи все заботливые и знающие своё дело.;5.0;1506656972.0
92;ChIJa0kgDJNOtUYRkGbrHQMKynE;Городская клиническая больница им. М.Е. Жадкевича;3.3;http://gb71.ru/;Лежала в хирургии. Врачи действительно профессионалы. А медсестры не все профессиональны и внимательны. Кормят мало и не особо вкусно. Палаты маленькие. Зато душ и туалет в каждой палате.   ;3.0;1499279382.0
93;ChIJa0kgDJNOtUYRkGbrHQMKynE;Городская клиническая больница им. М.Е. Жадкевича;3.3;http://gb71.ru/;Ужасная больница! Отношение персонала ужас! Длительность лечения ужас! Еда, лучше вообще не говорить! По зданию бегают крысы! В общем те, кто сюда ложится, больше болячек получает!;1.0;1489871090.0
94;ChIJzwFoXdw1tUYRfRlZ6Yq4M7g;СМ-Клиника;4.3;http://smclinic.ru/;Был сегодня в СМ клиник на Клары Цеткин у эндокринолога. Эндокринолог совсем ничего не понимает в лечении диабета 1-го типа. Эта дама сама так и сказала. А зачем я к ней пришел?? Обследовала - только давление померила. Со стульчика встала только один раз - когда выходила куда-то на 15 минут. Так и прождал. Помощи от визита к врачу не получил, а зачем тогда ходят к врачу, за тем чтобы ему денег дать даром?;1.0;1508179435.0
95;ChIJzwFoXdw1tUYRfRlZ6Yq4M7g;СМ-Клиника;4.3;http://smclinic.ru/;"""Так получилось, что на сорок третьем году жизни, со мной приключился фимоз, и стал прогрессировать настолько интенсивно, что через пол года моя жизнь, в том числе и интимная ее сторона, сильно осложнилась. Погуглив, я понял, что меня, неотвратимо, ждет операция, и не став рисковать с 
более дешевыми вариантами,  обратился в СМ КЛИНИКУ, где прохожу ежегодную диспансеризацию в составе фирмы, в которой работаю. Записавшись на прием, я попал к урологу  Привалову Дмитрию Владимировичу. Сперва меня несколько смутило, что врач, которому мне предстоит доверить свое мужское 
достоинство, несколько моложе меня. Но за тем я подумал: молодой специалист, свежие знания, свежие мозги, не ослабевшие стремления и амбиции... И не ошибся.

Дмитрий Владимирович взял эту проблему в свои умелые руки, и не оставлял до тех пор, пока не довел до успешного разрешения. С момента моего первого визита к нему, и до полного выздоравливания доктор контролировал процесс на всех его этапах, будь то административно бухгалтерские нюансы 
или визиты к др. врачам, в рамках подготовки к операции. Подготовка к операции, как и сама операция, были проведены очень быстро. Я по образованию юрист, и могу судить о проведенной операции весьма субъективно, но по отзывам в интернете, и о тех проблемах, которые имеют мужчины после 
циркумцизио, проведенного не надлежащим образом, могу заключить, что Д.В. Привалов - прекрасный и умелый хирург. Не смотря на мой, слегка повышенный сахар, все заживало как на собаке, а доктор мониторил процесс восстановления моего здоровья по телефону. Через месяц 
после операции, я успешно испытал свою обновленную ""МУЖСКУЮ СИЛУ"".
Первую половину сентября я был в горном походе. Мобильной связи там не было,но как только я спустился с гор, и мой телефон поймал сеть, первым пришло сообщение от доктора Привалова: ""как Ваше здоровье, все хорошо?"" 
Сегодня я снова проходил ежегодную диспансеризацию в СМ КЛИНИКЕ, и был на приеме у Дмитрия Владимировича. Внимательный осмотр подтвердил мои ощущения: теперь у меня действительно все Хорошо.""";5.0;1510241109.0
96;ChIJzwFoXdw1tUYRfRlZ6Yq4M7g;СМ-Клиника;4.3;http://smclinic.ru/;Прекрасный врач Чайка Александр Михайлович. Смотрит на проблему в комплексе, очень знающий и разносторонний специалист. Не раз помогал мне справиться с болями в спине и плече. Дает очень ценные рекомендации, все подробно объясняет. Большое ему за всё спасибо!;5.0;1512561410.0
97;ChIJzwFoXdw1tUYRfRlZ6Yq4M7g;СМ-Клиника;4.3;http://smclinic.ru/;"Хочу выразить глубочайшее уважение и благодарность Наталье Александровне за ее профессионализм, подход к любимому делу, отношению к пациенту и искреннему желанию помочь. Мне бы пришлось занять здесь не одну страницу, чтобы описать свое состояние и все заболевания, которые его сопровождали. Если быть краткой, в свои 37 лет я была постоянным пациентом многих клиник Москвы и России. К Наталье Александровне я обратилась по поводу аутоимунного тиреоидита, гипертиреоза и большим букетом сопутствующих заболеваний. Меня в течении 6 месяцев не могли вывести из состояния тиреотоксикоза. До Натальи Александровны у меня было 2 лечащих врача и ко всему это был уже рецидив. А результатов не было никаких, тиреотоксикоз только прогрессировал и я потихоничьку рассыпалась в прямом смысле слова. Наталья Александровна - это мое спасение и, думаю, спасение многих других отчаявшихся на выздоровление людей. Она прежде всего выявила первопричину моего заболевания, откуда и началась ""постепенная сборка меня заново"" и я смогла поверить снова в нашу медицину. У меня недостает слов, чтобы выразить свое признание этому доктору, который по праву может называться врачем с большой буквы. Я впервые пишу отзыв, поверьте, я не пиарщик и не ради рекомендаций решила его написать. Я излагаю здесь то, что чувствую, а те люди, которые были в моем положении, сами сделают правильный выбор.";5.0;1503065531.0
98;ChIJzwFoXdw1tUYRfRlZ6Yq4M7g;СМ-Клиника;4.3;http://smclinic.ru/;Хотела бы выразить свою благодарность гинекологу Мининой А.В. и врачу УЗИ- Цытенко Е.Е. за огромное внимание и чуткость. Оказали своевременную помощь при сильных болях.;5.0;1511171148.0
99;ChIJq0e0-rfKSkERNMvz95MwZ-s;Многопрофильная клиника ЦЭЛТ;4.6;http://tsentr-endohirurgii-i-litotripsii.obiz.ru/;Очень недорого делаем тут прививки ребенку по календарю, а себе от гриппа. Педиатр Румянцева хорошая! :);5.0;1508706502.0
100;ChIJq0e0-rfKSkERNMvz95MwZ-s;Многопрофильная клиника ЦЭЛТ;4.6;http://tsentr-endohirurgii-i-litotripsii.obiz.ru/;Прекрасная клиника, хоть и дороговато конечно. Но это стоит того, нет смысла экономить на здоровье. Второй раз делал там операцию в связи с паховой грыжей. 10 лет назад была левосторонняя, теперь вот правосторонняя. Обе операции прошли прекрасно! Спасибо врачам, лично Луцевичу, швы сняли на третий день! Анестезиологу, медсестрам, внимательным и доброжелательным, что особенно важно в такие минуты жизни!;5.0;1493158644.0
101;ChIJq0e0-rfKSkERNMvz95MwZ-s;Многопрофильная клиника ЦЭЛТ;4.6;http://tsentr-endohirurgii-i-litotripsii.obiz.ru/;"Грамотные в своих областях врачи.
Есть МРТ УЗИ КТ. Все очень оперативно. Анализы разных видов до 13-00. Рекомендую";4.0;1498731652.0
102;ChIJq0e0-rfKSkERNMvz95MwZ-s;Многопрофильная клиника ЦЭЛТ;4.6;http://tsentr-endohirurgii-i-litotripsii.obiz.ru/;Мы делали операцию по удалению аденоидов и гланд у доктора Руина. Ребенку было тогда 6 лет. Все прошло хорошо, мне понравилось, как все организовано. Никакого стресса для ребенка, заснул и проснулся после операции - уже все было позади. Все очень внимательные, врач грамотный. Очень рекомендую, с маленькими пациентами обращаются очень бережно. Цена была и тогда высокой, но я и сегодня бы сделала также, - спокойствие ребенка мне дороже.;5.0;1455042946.0
103;ChIJq0e0-rfKSkERNMvz95MwZ-s;Многопрофильная клиника ЦЭЛТ;4.6;http://tsentr-endohirurgii-i-litotripsii.obiz.ru/;Цена -качество!?;5.0;1510059962.0
104;ChIJcYIYvNlLtUYRKgMjxXQlCfQ;ГБУЗ ДГКБ №9 им. Г.Н. Сперанского ДЗМ;4.4;http://dgkb-9.ru/;Современная и чистая больница. Попала с годовалым ребенком по скорой в 7 инфекционное отделение. С собой был минимальный набор вещей. Медсестра помогла в палате обустроиться по-человечески, провела по отделению показала где и что находится. Персонал вежливый и спокойный. В палате находишься один с малышом. Детская кроватка и пеленальный столик. Питание вполне адекватное. Можно принести и свое-для этого есть отдельный холодильник. В палате есть свой с/у с душем. Три варианта освещения. Каждый день моют. Все чисто. На мой взгляд условия королевские.;5.0;1505824762.0
105;ChIJcYIYvNlLtUYRKgMjxXQlCfQ;ГБУЗ ДГКБ №9 им. Г.Н. Сперанского ДЗМ;4.4;http://dgkb-9.ru/;"В гастроэнтерологическом отделении (оно старое, советское) очень большая проблема с зарядками — в палатах их нет, поэтому вечером, на 3 часа, дают 2 разветвителя. Но так как народу очень много, остаются те, кто вообще ничего не смог зарядить. 
К детям 16-17 лет медсестры на посту относились очень пренебрежительно, пока не написали на них жалобу. 
Что касается самого лечения, то все прекрасно — никаких проблем не возникло.
Ах, да. Прекрасным бонусом явлется прекрасный вид на Москву-Сити";4.0;1505631395.0
106;ChIJcYIYvNlLtUYRKgMjxXQlCfQ;ГБУЗ ДГКБ №9 им. Г.Н. Сперанского ДЗМ;4.4;http://dgkb-9.ru/;"Лежали в 5 хирургическом с воспаленным лимфоузлом. Медперсонал очень профессиональный! Ребёнка качественно обследовали,  прооперировали и пролечили. 
Палаты на 5 кроватей - 2 взрослых и 3 детских с бортиками. Попали под 8 марта, поэтому полная загрузка  палаты была только первую ночь. Спали вдвоём в детской кроватке. Затем почти все время были одни в палате. 
Еду привозят в палаты. Кормят прилично, еду разводят по палатам. В палате стоит стол и стулья. Розетки в коридоре возле каждой палаты. Туалет и душ один на отделение, внутри невозможно закрыться. Посетителей пускают в палаты, кроме детей до 18 лет, им нельзя даже подниматься на отделение во избежание инфекции. Посещения строго до 20 часов, позже не пускает охранник, даже если ты лежишь с ребёнком,  просто кто-то подменял, а ты ездила по делам. 
Врач УЗИ не понравилась, ругала 3-летнего ребёнка за то, что он с температурой под 40 плакал на УЗИ.         ";4.0;1499441378.0
107;ChIJcYIYvNlLtUYRKgMjxXQlCfQ;ГБУЗ ДГКБ №9 им. Г.Н. Сперанского ДЗМ;4.4;http://dgkb-9.ru/;Добрый день!Больница очень хорошая,врачи настоящие профессионалы своего дела,Спасибо всем огромное за своевременную помощь моей маленькой доченьки(7мес).Особую благодарность объявляю нашему лечащиму детскому педиатру Омарову Али Хизриевичу за его внимательность к маленьким пациентам и правильно поставленым диагнозом и правильное назначеное лечения.Благодаря его лечению моя доченька быстро пошла на поправку и уже дома.По больше бы таких замечательных врачей!Также спасибо всем мед.работникам за их труд и внимательность,заведущей отделения Крылатовой Н.В.,Санитарам за чистоту и порядок в палатах?.Очгень все было хорошо,но лучше все равно не болеть и не попадать в больницу???.Еще раз огромное огромное спасибо?;5.0;1503723930.0
108;ChIJcYIYvNlLtUYRKgMjxXQlCfQ;ГБУЗ ДГКБ №9 им. Г.Н. Сперанского ДЗМ;4.4;http://dgkb-9.ru/;Очень плохая организованость,в приёмном отделение за 2 часа приняли всего двух детей (((( я в очереди был пятым!!!  Срочно примите меры, этоже детская больница. А скорые помощи стоят в очереди по 15 машин,и за час только одного ребёнка приняли.  Просто какой-то позициям.!!! Всем удачи);1.0;1512153486.0
109;ChIJTRZMei1KtUYRLi9e5ZkRAzQ;Арт - Мед;4.8;http://www.art-med.ru/;хочу оставить свой прекрасный отзыв о посещение этого центра я уже наблюдаюсь не первый раз была на Узи 28 декабря на экспертном у прекрасного доктора профессора ЗАТИКЯН ЕВГЕНИЯ ПАВЛОВНА чудесная женщина .замечательный доктор это просто врач от бога все рассказала объяснила  показала мою малышку и видео на память больше бы  бы нам таких врачей я просто рекомендую этого доктора  .СПАСИБО ВАМ  ЕВГЕНИЯ ПАВЛОВНА;5.0;1483003097.0
110;ChIJTRZMei1KtUYRLi9e5ZkRAzQ;Арт - Мед;4.8;http://www.art-med.ru/;Замечательное место! Всем советую!;5.0;1508766815.0
111;ChIJTRZMei1KtUYRLi9e5ZkRAzQ;Арт - Мед;4.8;http://www.art-med.ru/;Ездила на УЗИ в Арт-Мед к Мазырко М.А.Я считаю.что мне повезло и с врачом Матвиенко Н.А. и с узистом, высоко граммотные специалисты, внимательные, думающие доктора.Но главное, что потрясает в них- доброжелательное и приветливое отношение, есть участие и сочувствие. Они успевают почувствовать, когда пациентка пришла просто в отчаянии, найти нужные слова.Прощалась как с родным человеком, даже прослезилась, сказала: если решу я, или природа за вторым обязательно вернусь к ним. Побольше бы нам таких людей в медицине, настоящих докторов. Успехов им и счастья!!! Спасибо за здорового малыша !!! ;5.0;1385968504.0
112;ChIJTRZMei1KtUYRLi9e5ZkRAzQ;Арт - Мед;4.8;http://www.art-med.ru/;"Пользуюсь услугами медицинского центра Арт-Мед уже несколько лет, наблюдала там свою не простую беременность, пользуюсь услугами косметолога, гинеколога, массажиста, УЗ-диагностикой; отличный центр, удобное расположение, близко от метро (не очень удобная парковка, не всегда есть место, но это единственный существенный недостаток), вежливый персонал, опытные врачи, первоклассное оборудование, особенно впечатляет 3(4)D УЗИ, первое видео нашей малышки, первый портрет именно  с трехмерного УЗИ.";5.0;1385906153.0
113;ChIJTRZMei1KtUYRLi9e5ZkRAzQ;Арт - Мед;4.8;http://www.art-med.ru/;;5.0;1507067940.0
114;ChIJITczs0xKtUYRlSGrF8tlvfk;Институт Красоты на Арбате;3.0;http://institut-krasoty.ru/;"От моей жены:
Обманщики!!! Делала увеличение груди имплантами: 
1. неправильно подобрали импланты; 
2. обещали красивую форму - ничего не получилось и исправлять отказались; 
3. имплант поставлен под мышцу, крутится и болит. 
4. коллектив - полная совдепия, старые пердуны, хамоватый, ленивый, часто жирный. За мои 350 тыс. рублей меня оскорбляют и унижают. 
И главное, как бы врач, ""метр пластической хирургии"" Кулагов Сергей Иванович - пора на покой старикану";1.0;1500130614.0
115;ChIJITczs0xKtUYRlSGrF8tlvfk;Институт Красоты на Арбате;3.0;http://institut-krasoty.ru/;Хожу сюда только ради одной процедуры и конкретного врача, т.к. в свое время она спасла меня от хирургического вмешательства) в остальном - ужасное место. Персонал хамоватый, ощущение, что реальная поликлиника. Я как-то пришла на прием вечером и меня стали торопить, всем же домой хочется (что?!). Пришла на чистку лица - в маленьком кабинетике, куда заходят уже следующие в очереди. При мне зашла тетка и стала раздеваться до пояса (что?!) и это считалось нормальным - опять же, как в поликлинике. После чистки дополнительно разводили на процедуры типа азота и т.д., я отказалась и тут же меня начали критиковать. Цены очень завышены, намек на люкс, при этом реальный уровень оставляет желать лучшего.;2.0;1487854555.0
116;ChIJITczs0xKtUYRlSGrF8tlvfk;Институт Красоты на Арбате;3.0;http://institut-krasoty.ru/;"Это учреждение всегда славилось своим ""гонором"" не по делу -умудрялись пять раз терять медицинскую карту, на receipent и в регистратуре работают исключительно ""английские королевы"" .А сейчас так - просто бесстыдство и хамство  классический массаж без назначения врача делать нельзя даже если ты их клиент последние 10 лет. На практике это означает - отдай 3 500 за массаж и еще 1 500 рублей за то, что ""чванливая тетка - как бы врач""  напишет тебе в карте не глядя - ""На массаж"" ! Просто крайняя степень хамства и неуважительного отношения к чужому времени и деньгам.  Понятно, что они страхуются - но хамство заключается в том, что оплата назначения происходит по цене ""Первичного Приема врача"" - и все равно, что вы 10 лет пользуетесь их услугами. Плати вперед и много и еще нахамят. Особенно заведующая регистратурой Ефремова Светлана....Не ходите туда - деньги потеряете, время и настроение";1.0;1469432997.0
117;ChIJITczs0xKtUYRlSGrF8tlvfk;Институт Красоты на Арбате;3.0;http://institut-krasoty.ru/;Консультировался у врача-онколога, а когда перед операцией в другом учреждении понадобилась копия медицинского заключения – отказали по причине нарушения внутренней политики. Такого бреда ещё слышать мне не доводилось, тем более, что получить копию медицинского заключения – легитимное право каждого пациента. Остался крайне недоволен уровнем квалификации сотрудников сего заведения. Неприятный опыт и жалоба в Департамент здравоохранения г.Москвы в активе. В следующий раз будут идти навстречу своим, в прямом и переносном смысле, дорогим клиентам.;1.0;1469144599.0
118;ChIJITczs0xKtUYRlSGrF8tlvfk;Институт Красоты на Арбате;3.0;http://institut-krasoty.ru/;"Дважды проходила здесь курс лечения от акне средней степени. Ну как курс лечения - отдавала им кучу денег за болтушки и косметические процедуры (озон, масочки и т.д.) и не видела никакого результата. 
Слава богу я нашла нормального врача, который меня вылечил. А сюди никому не посоветую обращаться: вытянут все деньги на бесполезные процедуры, а серьёзных таблеток вам здесь никто не выпешет.";1.0;1462823478.0
119;ChIJ3aFPCPJJtUYRLFjDx4oDgX4;Клиника Практической Медицины;3.0;http://cpmed.ru/;Хочу поблагодарить Рудько Владимира Владимировича, хороший специалист и хороший человек. Жена 5 лет после родов не решалась сделать абдоминопластику, ей было страшновато. Врач ее убедил, что операция безопасна, и она не ожидала, что все пройдет так легко. Теперь очень она довольна своим новым животиком!;5.0;1482000373.0
120;ChIJ3aFPCPJJtUYRLFjDx4oDgX4;Клиника Практической Медицины;3.0;http://cpmed.ru/;Mukesh Raj;3.0;1495471073.0
121;ChIJ3aFPCPJJtUYRLFjDx4oDgX4;Клиника Практической Медицины;3.0;http://cpmed.ru/;;1.0;1409559159.0
122;ChIJf2UaoT1KtUYRXyOI5TFRVkE;НИИ нейрохирургии им. академика Н. Н. Бурденко;4.4;http://www.nsi.ru/;В НИИ нейрохирургии им.  Бурденко оперировали близкого мне человека. Только эта операция помогла справиться с ужасающими болями, которые в течении 12 лет не могли победить в других медицинских учреждениях.;5.0;1505677339.0
123;ChIJf2UaoT1KtUYRXyOI5TFRVkE;НИИ нейрохирургии им. академика Н. Н. Бурденко;4.4;http://www.nsi.ru/;Институт потрясающий, хирурги берутся практически за крайние случаи. Цены высокие, но оно того стоит, работают с квотами и гарантийными письмами ведомств.;5.0;1506358498.0
124;ChIJf2UaoT1KtUYRXyOI5TFRVkE;НИИ нейрохирургии им. академика Н. Н. Бурденко;4.4;http://www.nsi.ru/;Почему никто не следит за взятками,кассами? Коммерческими потоками,махинациями. Ты платишь 2500 за консультацию кабинет 2.08., в три минуты,в которой сидит одна блондинка менеджер, но врачей нет ни одного. Она старательно переводит разговор на платную гамму нож и квота только через год  и  вообще вы не доживете.А вот гамма нож пожалуйста-хоть сейчас! Какое свинское отношение,даже не открыли снимки,диски,анализы не прочитали. Мы приехали с направлением,полечиться,получить рекомендации,а не уехать ни с чем. Нам назначали сложное обучение с нашим диагнозом, согласно анализам  которые были сделаны ГОД НАЗАД. В итоге в Питере, в нии скорой помощи, после всех мытарств оказывается сосуды чистые, никакого облучения нам не надо. А в БУРДЕНКО по старым анализам нас под нож! Это конвейер какой-то. Ко всем заходишь с деньгами, без этого тебя отфутболивают стандартными фразами. С вашим диагнозом не жить! А мы вылечились оказывается на тот момент.Резать по живому? Куда еще жаловаться? ;1.0;1500248722.0
125;ChIJf2UaoT1KtUYRXyOI5TFRVkE;НИИ нейрохирургии им. академика Н. Н. Бурденко;4.4;http://www.nsi.ru/;Не могут даже сориентировать по цене!;1.0;1508850094.0
126;ChIJf2UaoT1KtUYRXyOI5TFRVkE;НИИ нейрохирургии им. академика Н. Н. Бурденко;4.4;http://www.nsi.ru/;"Тут работают настоящие профессионалы. Большая удача оперироваться именно здесь.
Заведующий приемным отделением очень помог выбить квоту для мамы, поскольку просто так тульский департамент здравоохранения её давать не хотел. Но целительные звездюли от Анатолия Федоровича Соколова  позволили быстро исправить ситуацию.";5.0;1470283104.0
127;ChIJX-7CXhOzSkERo0-xMbSF6LY;Медико-генетический научный центр;3.2;http://www.med-gen.ru/;Лежала там пару дней назад в отделении эндокринологии от ЭНЦ с улицы Дмитрия Ульянова. То есть плановый осмотр и переход  на другой инсулин. Осталась довольна практически во всем, хотя были представлены не все специалисты врачи, приходилось ездить в другие места.;5.0;1498379937.0
128;ChIJX-7CXhOzSkERo0-xMbSF6LY;Медико-генетический научный центр;3.2;http://www.med-gen.ru/;"Обследовался в марте 2017 года по генетике. Врачи доброжелательные, регистраторы тоже, даже лаборанты в процедурной. В отделении генетики отличный ремонт, чисто, светло. Анализы и консультацию сделали бесплатно, по бюджетной программе (был поставлен предварительный диагноз в поликлинике). Не понимаю отрицательных отзывов, может быть это относится к какому-то другому отделению?
Лаборант в процедурной анализы брала ""легко"" (я как донор крови с 7 летним стажем всякого навидался) и безболезненно. Результаты анализов присылают на электронную почту.
Врачам и всему персоналу успехов и добра.";5.0;1488900607.0
129;ChIJX-7CXhOzSkERo0-xMbSF6LY;Медико-генетический научный центр;3.2;http://www.med-gen.ru/;"Уважаемые господа,

Прекратите издеваться над пациентами! Я сдавала в вашем центре кровь и была поражена оснащением процедурного кабинета. У сотрудника нет ни переходников для пробирок, ни бабочек! Кровь берется обычным шприцом! Каменный век и позор. Кровь набирать таким способом сложно, она не набирается в шприц, приходится перекалывать. Уходит много времени на 1 пациента. На прием 4 человек ушел час! Дети под дверью кабинета сходят с ума!

Вернитесь уже в современность, обеспечьте кабинет нормальными расходниками! Пожалейте пациентов.  Купите детям бабочек! Давно такого не видела даже в захудалых больницах.";1.0;1476795504.0
130;ChIJX-7CXhOzSkERo0-xMbSF6LY;Медико-генетический научный центр;3.2;http://www.med-gen.ru/;Здавали анализ Днк, звоню в регистратура говорят анализ готов, соединяют с Галкиной она то занята, то трубку не берет, то вообще скидывает, что такое вообще? На предварительный диагноз  очень плохой поставили...;1.0;1486477291.0
131;ChIJX-7CXhOzSkERo0-xMbSF6LY;Медико-генетический научный центр;3.2;http://www.med-gen.ru/;"Про квалификацию врачей не знаю, а отношение к клиентам плохое. Будьте готовы, что вас ""облают"" уже в регистратуре. Совок, короче.";1.0;1462554210.0
132;ChIJD765bAVHtUYR3Di-ie2GB84;Твой доктор;3.8;http://www.superdoktor.ru;Хожу в этот центр только к лору, тк периодически страдаю от гайморита. Оч советую доктора Зухру Джабраиловну, только она помогает вылечить, оч хорошо делает процедуру «кукушка» (промывание носа). Моя дочь так же лечилачь у доктора, она-профессионал.;4.0;1512036068.0
133;ChIJD765bAVHtUYR3Di-ie2GB84;Твой доктор;3.8;http://www.superdoktor.ru;Доброжелательно и быстро. Но цены оказались в полтора-два раза выше указанных на сайте.;4.0;1505736755.0
134;ChIJD765bAVHtUYR3Di-ie2GB84;Твой доктор;3.8;http://www.superdoktor.ru;Быстро. Удобно.;4.0;1499940588.0
135;ChIJD765bAVHtUYR3Di-ie2GB84;Твой доктор;3.8;http://www.superdoktor.ru;Врачи отличные, а вот на приёме армянка грубая и нервная, ей не место работать на этой должности ((( ушёл в другую клинику;1.0;1486464998.0
136;ChIJD765bAVHtUYR3Di-ie2GB84;Твой доктор;3.8;http://www.superdoktor.ru;"Делала там медкнижку, все врачи доброжелательные, особенно в первом кабинете, где берут анализы. Кровь взяли совсем-совсем не больно (отвернулась, ждала пока станет, в итоге услышала ""всё"" (: ) Пришла в первом часу, очередей вообще не было. Мне понравилось.";5.0;1427366947.0
137;ChIJS6id9gO1SkERgwGjk-ORbPI;Противотуберкулезный диспансер № 2;3.0;http://www.mosgorzdrav.ru/;Я здесь наблюдаюсь у пульманолога Фокиной. Персонал грамотный. Есть и лестницы, и лифт.;5.0;1511894416.0
